Recipe_id,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g)
104712,UK,English,European,7775.6872,319098.7750,3305.9592,32974.5194
104737,UK,English,European,63.9936,277579.9715,52319.9027,7431.1860
104795,UK,English,European,53773.7350,865471.1569,23847.2205,61445.2746
104823,UK,English,European,6086.0025,337373.1514,17667.4661,27823.2738
104830,UK,English,European,54079.0332,502364.7000,10517.5608,28555.3500
104843,UK,English,European,0.0000,625253.2234,75690.1973,33676.3403
104891,UK,English,European,35847.0879,437856.7782,5825.9872,30207.7595
104975,UK,English,European,6911.2357,277195.5460,2771.2379,28613.8600
105038,UK,UK,European,53237.1028,234999.1695,3719.4105,1408.0327
105042,UK,UK,European,75.1588,265658.7815,52303.9832,6113.1360
105080,UK,Welsh,European,1045.9104,284959.0400,842.7072,31365.1412
105153,UK,Welsh,European,56008.0470,684221.6000,9103.6500,47209.0390
105348,Eastern European,Hungarian,European,50650.7370,231626.0000,3778.3030,921.3500
105351,Eastern European,Hungarian,European,70.9014,424857.8480,83678.6390,9783.0427
105365,Eastern European,Hungarian,European,11971.4786,374563.6619,73220.9896,2000.9579
105512,Eastern European,Hungarian,European,94604.7884,434479.1800,5402.3960,3248.8570
105541,Eastern European,Hungarian,European,85.8417,265764.9360,52311.6461,6115.8050
105558,Eastern European,Hungarian,European,53851.2841,248364.2308,2240.3276,2749.1632
105559,Eastern European,Hungarian,European,1063.8785,600407.2108,681.6242,67258.0536
105608,Eastern European,Hungarian,European,1506.8663,390237.6220,24251.4984,31214.9215
105651,Eastern European,Hungarian,European,75714.7023,465665.7100,8082.2234,13932.1479
105699,Eastern European,Hungarian,European,21722.4406,960566.2557,33999.7819,80715.8796
105717,Eastern European,Hungarian,European,42893.3750,399531.3420,1656.5592,26035.7274
105732,Eastern European,Hungarian,European,94955.1300,433924.5000,7069.5900,1696.9650
105859,Scandinavian,Swedish,European,50446.3800,203689.5000,43.2400,207.7650
105878,Scandinavian,Swedish,European,101114.3328,418972.6136,475.6561,2758.0268
105929,Scandinavian,Swedish,European,58832.5301,269051.8140,3287.8125,1933.0800
106045,Scandinavian,Swedish,European,59504.4760,388127.7800,15435.1150,9206.1720
106078,Scandinavian,Swedish,European,6.7364,359412.7865,359.6498,39780.7571
106185,Scandinavian,Swedish,European,38.3618,449386.9303,44062.3587,28887.6477
106207,Scandinavian,Swedish,European,44.2073,154804.8313,36463.8317,975.8445
106209,Scandinavian,Swedish,European,1191.9342,686026.3374,51101.8897,52195.1033
106348,Scandinavian,Swedish,European,61.4182,559396.8026,41936.6139,42830.1870
106485,Scandinavian,Swedish,European,8146.8250,274675.0000,2882.3750,26401.6000
106560,Belgian,Belgian,European,76397.2042,332904.6860,2355.0834,1798.1848
106574,Belgian,Belgian,European,54071.4679,247144.5255,572.5228,3191.0927
106586,Belgian,Belgian,European,94532.9366,432058.4200,5422.4580,2963.8294
106593,Belgian,Belgian,European,67918.0376,307284.8140,3043.2450,2379.9200
106615,Belgian,Belgian,European,402.3439,398782.3229,47563.0036,21706.0771
106645,Belgian,Belgian,European,151199.5277,605401.4504,202.2253,5.1620
106651,Belgian,Belgian,European,102.7669,675401.3830,66121.6963,43451.1128
106764,Belgian,Belgian,European,167.1253,303657.5456,67351.3613,1731.9407
106776,Belgian,Belgian,European,3925.2292,859534.3462,45391.5898,73661.2884
106787,Belgian,Belgian,European,654.0539,271639.6719,48055.9277,8536.7963
106858,Belgian,Belgian,European,114.9920,419652.4283,27141.7360,33679.9576
106888,Scandinavian,Norwegian,European,50433.7317,203242.4307,232.7096,74.5071
106909,Scandinavian,Norwegian,European,60453.7782,480025.1117,1162.1676,27367.4651
106941,Scandinavian,Norwegian,European,65702.9958,662471.0400,1374.6594,45532.2210
106962,Scandinavian,Norwegian,European,87629.9477,391767.2158,4514.4860,1954.6489
107009,Scandinavian,Norwegian,European,319.8240,168716.7898,37008.0612,1053.7087
107060,Scandinavian,Norwegian,European,80709.9714,323894.9076,114.5800,100.1550
107069,Scandinavian,Norwegian,European,68388.5764,454421.7760,2676.1600,18846.9870
107138,Scandinavian,Norwegian,European,80709.9714,323894.9076,114.5800,100.1550
107159,Scandinavian,Norwegian,European,66834.3277,303393.8400,3501.5366,2462.4225
107193,Scandinavian,Norwegian,European,2670.0067,324175.6327,1819.1047,34334.1649
107256,Deutschland ,Austrian,European,69634.0499,318129.3760,5177.1304,1238.8066
107370,Deutschland ,Austrian,European,1017.7795,305717.9059,221.2699,34100.8949
107371,Deutschland ,Austrian,European,79651.5816,339058.9409,3055.2071,1940.8660
107405,Deutschland ,Austrian,European,50028.7977,194436.4800,19.1160,83.8933
107457,Deutschland ,Austrian,European,53344.7085,396974.5000,13608.0915,13760.1800
107462,Deutschland ,Austrian,European,100798.8233,402992.5617,0.0972,0.0265
107466,Deutschland ,Austrian,European,83864.5420,393073.6725,14.4681,8004.2793
107480,Deutschland ,Austrian,European,64308.1837,316698.6683,3981.5725,4687.4438
107494,Deutschland ,Austrian,European,45660.9016,521027.3808,24009.4986,26827.1582
107495,Deutschland ,Austrian,European,52662.2039,210725.9100,856.0725,301.6575
107498,Deutschland ,Austrian,European,60497.0160,272646.8888,3252.2043,2073.7840
107508,Deutschland ,Austrian,European,49793.5581,218234.5973,2233.5095,931.5861
107511,Deutschland ,Austrian,European,79617.7588,412802.1900,8835.1852,5858.5858
107514,Deutschland ,Austrian,European,58195.3519,256227.5760,2861.3149,878.1061
107536,Deutschland ,Austrian,European,93987.0232,401091.9179,3880.4352,1084.2444
107538,Deutschland ,Austrian,European,40132.2554,585288.1411,1077.7029,47918.3185
107541,Deutschland ,Austrian,European,66612.4816,335302.5288,6905.7186,3873.3232
107543,Deutschland ,Austrian,European,57496.0948,241766.4362,1018.9106,2218.7399
107721,Greek,Greek,European,1262.9342,282115.8177,49149.4969,7631.5787
107781,Greek,Greek,European,50408.0852,201795.6280,25.1200,19.0200
107824,Greek,Greek,European,241719.1529,1083902.3250,11498.5804,6667.2524
107902,Greek,Greek,European,63465.2658,292790.6720,4715.4625,1453.9242
107945,Greek,Greek,European,60479.2116,242017.7808,49.5486,1.2632
107948,Greek,Greek,European,50399.4818,213463.3200,7.1940,1350.1122
108008,Greek,Greek,European,18868.4742,410625.4380,12863.5000,34561.2000
108020,Greek,Greek,European,241915.2000,2894296.0000,0.0000,218000.0000
108024,Greek,Greek,European,180.0343,580199.5300,85.3787,65523.7300
108074,Greek,Greek,European,983.7363,217177.7560,686.7175,23938.2675
108080,Greek,Greek,European,80663.3147,323504.1940,82.4416,75.7446
108083,Greek,Greek,European,50015.0920,232562.4000,3452.5300,1804.5230
108187,Greek,Greek,European,104608.3381,666590.3422,26369.8588,14905.2599
108218,Greek,Greek,European,594.6910,327425.2431,715.0258,36436.2129
108417,Greek,Greek,European,9.8422,1174974.0700,21184.4818,120238.8606
108520,Greek,Greek,European,47763.5482,547835.1091,18882.5236,34678.5191
108558,Greek,Greek,European,106479.7090,567857.2354,34620.4836,2055.6191
108561,Greek,Greek,European,2793.6551,224213.2450,487.0287,23905.9330
108789,Greek,Greek,European,0.1386,204649.1290,0.0000,23150.0000
108807,Greek,Greek,European,79000.3317,471016.7296,25428.5187,7545.3006
108831,Greek,Greek,European,63506.7464,289968.1800,4703.3656,1121.9080
108896,Greek,Greek,European,99392.5660,590763.0209,32019.9071,9351.9348
108971,Greek,Greek,European,611.2346,332028.6386,63157.7879,8411.4454
109018,Greek,Greek,European,74.7964,266077.2575,52307.7681,6157.9211
109044,Greek,Greek,European,77393.3051,465002.6462,25172.6172,7454.0873
109130,Greek,Greek,European,7.4720,354969.7000,27671.8984,26327.3668
109143,Greek,Greek,European,18.3993,727733.2850,46021.7428,58834.8594
109161,Greek,Greek,European,46023.3526,664817.8531,40990.7305,35124.7772
109243,Greek,Greek,European,4.0910,308585.2453,67320.8969,2375.4610
109361,Greek,Greek,European,52616.4098,290842.1040,10284.5980,3848.6040
109372,Greek,Greek,European,59534.6900,410157.1458,22463.3969,10354.9182
109382,Greek,Greek,European,501.1535,1245015.7250,77662.2680,99582.2900
109426,Greek,Greek,European,74.5539,727888.2230,46000.2091,58838.4185
109468,Greek,Greek,European,83.7100,727801.5200,46095.1980,58783.0940
109470,Greek,Greek,European,5253.9509,705535.6707,67200.5646,44328.6795
109484,Greek,Greek,European,86.4106,484993.7830,30650.4540,39185.7876
109521,Greek,Greek,European,75504.1097,453379.8245,24551.9258,7244.4211
109528,Greek,Greek,European,114108.5231,629843.8632,18083.5537,10780.6068
109593,Greek,Greek,European,1868.6397,257493.7166,47289.2232,6727.3848
109607,Greek,Greek,European,1181.4659,941535.3108,108087.1258,55974.0276
109665,Greek,Greek,European,476.7308,376760.0115,3003.2285,40959.2904
109748,Greek,Greek,European,1.8581,605571.7500,38284.5880,48967.0553
109798,Greek,Greek,European,1184.6238,664438.0587,25930.6072,60951.4435
109931,Greek,Greek,European,102067.3514,426191.5185,737.9672,1843.2641
109987,Greek,Greek,European,101964.0407,613110.8562,33166.4728,9878.1751
110049,Greek,Greek,European,49684.4794,247536.6300,8207.9716,1164.1630
110081,Greek,Greek,European,65394.2953,451761.5200,11500.4652,15988.2757
110108,Greek,Greek,European,16389.9396,594487.0922,85730.5082,18345.0328
110162,Greek,Greek,European,31001.2888,453426.6565,42202.9661,16862.9207
110215,Greek,Greek,European,1988.5849,654526.9136,41499.7221,52231.8572
110276,Greek,Greek,European,61.3962,909100.2865,57468.7602,73490.9335
110322,Greek,Greek,European,6954.5646,1625960.0670,61906.5929,148046.5489
110340,Greek,Greek,European,479.6182,374217.9680,73371.7242,8673.1906
110389,Greek,Greek,European,612.0719,332031.3088,63157.7808,8411.4688
110432,Greek,Greek,European,47.2201,606319.0659,38293.7846,49028.3874
110479,Greek,Greek,European,49687.9508,247448.7400,8212.0312,1150.8160
110595,Greek,Greek,European,4941.2888,539463.4388,19573.5891,48487.0900
110618,Greek,Greek,European,77401.8698,465084.5866,25173.5986,7460.6043
110723,Greek,Greek,European,252062.6800,1007745.7200,5.4144,0.6912
110798,Greek,Greek,European,3864.7600,575867.5000,5899.2800,60691.7550
111114,Greek,Greek,European,22.1421,286891.3052,55560.3590,5602.4153
111436,French,French,European,8175.1844,334294.7881,3398.3166,34560.5577
111595,French,French,European,20.7059,202434.6874,44885.1157,1201.6831
111689,French,French,European,53818.5637,245819.9012,3996.1134,953.7059
111864,French,French,European,0.0000,289068.0000,0.0000,32700.0000
111946,French,French,European,37812.3300,499840.7300,9642.3200,34609.8750
111991,French,French,European,50319.0471,260543.8460,8634.2380,2231.6011
112071,French,French,European,201256.1700,861379.6667,7941.2533,4204.3400
112080,French,French,European,63379.0576,290508.9480,4768.9240,1209.4452
112219,French,French,European,53865.2203,301533.1500,10965.3367,4109.7610
112432,French,French,European,43997.3237,535026.0779,7172.7479,36842.9518
112595,French,French,European,51.7256,966997.5808,61838.4199,78022.0600
113265,French,French,European,68282.4711,339259.3514,11939.7876,1392.9169
113427,French,French,European,94.6051,291171.0274,95.9774,32855.6131
113611,French,French,European,56884.7857,257657.0168,3535.0748,2129.2375
113726,French,French,European,59491.8850,319878.5000,6027.4250,6509.2200
113741,French,French,European,100826.4646,403105.8425,0.2832,0.3269
113804,French,French,European,402.3890,276497.9999,54357.3347,6233.8610
113995,French,French,European,28190.7306,465807.4316,6670.6022,37102.0176
114095,French,French,European,49684.4794,247297.9500,8207.9716,1137.1630
114179,French,French,European,53354.0148,364150.6403,1729.8382,16718.8429
114553,French,French,European,2912.7887,813981.7472,18203.5192,80974.3252
114954,French,French,European,60876.7667,780273.5670,10305.7913,55921.1181
115128,French,French,European,49685.9807,247301.0783,8207.0017,1137.7523
115195,French,French,European,69150.3678,365146.4140,8628.2917,5240.8977
115320,French,French,European,5566.7751,727546.6547,30294.2485,64178.7578
115360,French,French,European,49852.2861,250378.5642,5070.2111,2891.4278
115781,French,French,European,66006.5326,288964.4130,2709.3737,1493.0539
115822,French,French,European,83.0130,390802.4971,47295.0373,21020.4385
115910,French,French,European,55657.9224,281158.5550,10034.2276,1335.3650
116133,French,French,European,1895.4678,285930.7219,17334.0080,23279.4499
116657,French,French,European,1914.2914,251781.0843,34820.1027,10594.9178
116827,French,French,European,45948.7792,561137.5325,7440.1170,38724.1353
117269,Deutschland ,Swiss,European,2885.7879,550561.7685,36427.6031,42630.9034
117314,Deutschland ,Swiss,European,66644.1107,335176.3020,6913.3382,3841.8218
117354,Deutschland ,Swiss,European,4339.8734,521976.0585,399.9601,56858.3596
117426,Deutschland ,Swiss,European,85647.8469,1350306.5210,3985.3998,111767.9400
117444,Deutschland ,Swiss,European,85087.8723,377181.8765,4868.8583,1494.3421
117447,Deutschland ,Swiss,European,142.7360,562357.9070,42109.9384,43061.3782
117471,Deutschland ,Swiss,European,139537.0600,684629.8000,21577.6000,2764.2000
117536,Deutschland ,Swiss,European,207303.8265,903541.0910,9405.8462,2544.9832
117631,Deutschland ,Swiss,European,102137.3772,614871.5262,33338.7036,9915.2368
117638,Deutschland ,Swiss,European,16989.0180,347250.7982,10259.1962,26283.0597
117684,Deutschland ,Swiss,European,105864.7065,511267.2150,10465.4527,4637.8280
117726,Deutschland ,Swiss,European,80249.7557,433718.7300,3555.4478,11705.5942
117786,Deutschland ,Swiss,European,60426.6616,362988.1124,19644.8312,5816.5261
117893,Deutschland ,Swiss,European,68242.7467,295341.7160,2821.8321,773.5297
117926,Deutschland ,Swiss,European,4.3408,390326.3964,47289.2685,21003.7368
117936,Deutschland ,Swiss,European,5336.3606,1399616.1400,51625.5692,128525.1127
118203,Deutschland ,Swiss,European,68630.5534,452174.7760,2654.1700,18747.9450
118264,Deutschland ,Swiss,European,76805.6320,343164.6000,3945.1200,1727.0780
118359,Deutschland ,Swiss,European,57530.0490,345419.1050,18767.1622,5489.7920
118497,Deutschland ,Swiss,European,95062.9030,637190.4837,672.4060,29246.1463
118512,Deutschland ,Swiss,European,83036.8234,367802.3760,3049.5250,2384.6750
118514,Deutschland ,Swiss,European,81727.9476,376137.1156,3620.5939,3526.9229
118521,Deutschland ,Swiss,European,121900.8012,558797.4200,6720.6868,4248.8332
118529,Deutschland ,Swiss,European,94108.0805,424371.4424,2510.4943,5050.4385
118530,Deutschland ,Swiss,European,61911.6248,266472.4965,2361.2971,666.4404
118546,Deutschland ,Swiss,European,74496.7456,339054.7173,8483.5951,1457.8470
118548,Deutschland ,Swiss,European,141778.4665,606407.4625,7478.6555,2870.2167
118553,Deutschland ,Swiss,European,110479.2776,502981.4200,7341.4670,2416.4694
118567,Deutschland ,Swiss,European,85911.2012,923817.4000,4348.4232,63228.9829
118575,Deutschland ,Swiss,European,108284.3616,784263.3158,4019.3600,37452.7937
118578,Deutschland ,Swiss,European,57039.7220,246849.4059,1615.5024,1255.9499
118594,Deutschland ,Swiss,European,50399.7227,204648.4900,12.5730,350.2133
118610,Deutschland ,Swiss,European,68945.9851,744336.1379,3319.3521,51116.2972
118614,Deutschland ,Swiss,European,66432.0659,294247.8757,2439.7172,1907.7665
119041,Spanish and Portuguese,Portuguese,European,1023.2451,248517.3083,3827.4253,25666.7415
119145,Spanish and Portuguese,Portuguese,European,15070.6282,351234.5363,48581.4402,9158.1667
119189,Spanish and Portuguese,Portuguese,European,63877.0721,1843426.2670,55634.4992,149432.3743
120142,Italian,Italian,European,170292.9852,846601.0934,29761.1940,3490.4393
120656,Italian,Italian,European,104803.4632,476177.5108,5514.8650,3295.6368
120678,Italian,Italian,European,15625.4114,341225.6560,2817.8752,30453.6944
120704,Italian,Italian,European,64225.4336,739214.3543,1038.5800,55387.6538
120760,Italian,Italian,European,339.5188,246551.6600,187.3537,27683.8849
120859,Italian,Italian,European,164069.0309,698980.1600,6942.2686,2878.6394
121223,Italian,Italian,European,86534.4075,605035.0560,5334.7123,26572.5897
121229,Italian,Italian,European,102185.9322,509256.5106,18033.3407,2150.4109
121256,Italian,Italian,European,4761.7754,294122.1051,4538.7548,30230.8868
121272,Italian,Italian,European,123173.1026,516346.3461,7957.4243,1799.7043
121440,Italian,Italian,European,24995.6669,363057.9505,2291.3213,28830.3428
121616,Italian,Italian,European,55615.1965,250185.3943,523.3233,2860.6906
121637,Italian,Italian,European,83454.3847,469321.6206,10466.2780,10659.1893
121639,Italian,Italian,European,89460.8000,434422.0000,5767.5000,5999.1000
121816,Italian,Italian,European,20.4777,142121.2511,31428.3879,885.3100
122215,Italian,Italian,European,6698.0192,488497.4721,44605.1577,33493.0958
122238,Italian,Italian,European,64642.7109,321949.8040,10697.4035,1495.2466
122242,Italian,Italian,European,45354.1329,584034.7286,7877.4342,37781.6965
122358,Italian,Italian,European,811.9751,242363.0944,48228.9536,5148.5290
122457,Italian,Italian,European,53916.7533,858797.8464,36339.6334,54034.9750
122554,Italian,Italian,European,49683.0500,247643.0200,8206.3000,1177.6000
122626,Italian,Italian,European,6290.5929,188164.7867,31802.6516,2857.4268
122645,Italian,Italian,European,104.8022,391697.2433,47350.5368,21086.2557
122648,Italian,Italian,European,97121.1605,481833.6911,17139.6768,2126.4833
122657,Italian,Italian,European,170358.6446,851106.1015,30166.8450,3786.0717
122831,Italian,Italian,European,7417.5602,428130.2164,18879.0772,35867.6794
123047,Italian,Italian,European,16.1855,265746.5102,52306.6216,6145.3032
123126,Italian,Italian,European,170269.5093,846217.3114,29735.7226,3470.3695
123358,Italian,Italian,European,4813.4753,238101.6493,2674.1969,24987.2743
123373,Italian,Italian,European,60217.3891,328650.9533,20425.7674,1549.7284
123419,Italian,Italian,European,119177.1848,592371.5479,20812.5571,2437.0991
123490,Italian,Italian,European,4850.3603,292386.1204,54552.7580,6345.3074
123627,Italian,Italian,European,1817.5617,996746.3720,21710.3621,100182.4500
123849,Italian,Italian,European,74978.0296,605727.3207,34731.7383,19847.9823
123861,Italian,Italian,European,63304.5000,289497.5000,4731.9000,1145.5750
123908,Italian,Italian,European,1838.5694,997415.6068,21706.6047,100250.0970
123965,Italian,Italian,European,63305.1504,289162.2000,4703.3656,1121.9080
124264,Italian,Italian,European,63302.7000,289162.2500,4705.4500,1121.9250
124551,Italian,Italian,European,3784.1676,417799.5209,58845.6966,17256.1769
124570,Italian,Italian,European,1762.6042,372018.0690,23405.5794,29511.0233
124668,Italian,Italian,European,85351.3050,474848.4300,16759.1025,7446.7125
124777,Italian,Italian,European,0.0000,162015.0437,35938.9414,948.9087
124789,Italian,Italian,European,1210.6179,454730.5993,44196.4740,28895.9927
125040,Italian,Italian,European,14140.3044,350332.8772,57635.5689,5086.3491
125059,Italian,Italian,European,13.6120,330151.3770,39905.0480,17672.0992
125140,Italian,Italian,European,50968.7320,248311.1253,5500.7261,2317.1422
125201,Italian,Italian,European,12.7622,141795.1027,31452.9801,835.9292
125252,Italian,Italian,European,14769.8220,395693.8293,55811.6505,12827.5630
125335,Italian,Italian,European,51767.7684,275625.9570,9789.3971,2682.1461
125376,Italian,Italian,European,1476.7751,223177.7804,42080.0130,5307.9018
125589,Italian,Italian,European,49683.0500,247523.6800,8206.3000,1164.1000
125607,Italian,Italian,European,137719.2916,684670.8578,24436.2200,2856.4924
125614,Italian,Italian,European,2282.2026,267424.9749,6202.8511,26248.3566
125729,Italian,Italian,European,127.8602,265877.5435,52316.3598,6111.5144
125865,Italian,Italian,European,153290.4804,762877.1546,26800.8632,3227.2241
125923,Italian,Italian,European,1498.1598,987284.8729,77233.9820,72257.4733
125924,Italian,Italian,European,125609.5400,582864.0000,11755.9200,2145.5800
126215,Italian,Italian,European,1454.3114,400927.1303,47779.1565,21320.2242
126497,Italian,Italian,European,88137.2773,422147.8617,4592.3943,5137.5437
126569,Italian,Italian,European,1283.0108,215740.5240,43349.1217,3007.5647
126758,Italian,Italian,European,51610.6118,241384.9869,1080.3368,3585.0060
126788,Italian,Italian,European,63307.4458,289529.3970,4703.3656,1162.4080
127499,Italian,Italian,European,64619.6863,321950.4630,10684.5103,1510.6970
127648,Italian,Italian,European,107781.8883,640930.8985,17002.1717,15018.2421
127973,Italian,Italian,European,5716.4011,324734.5675,21067.0421,24185.6597
128137,Italian,Italian,European,2064.6305,633790.8189,25990.1839,57041.1829
128262,Italian,Italian,European,174.3414,268963.9345,52519.8029,6353.2483
128397,Italian,Italian,European,1005.9784,269822.6778,52386.7228,6191.5147
128555,Italian,Italian,European,136227.1022,681018.0547,24637.9070,2820.8138
128562,Italian,Italian,European,1496.3597,798574.3959,35134.8696,71258.8128
128602,Italian,Italian,European,0.0000,183577.7497,40840.8926,1031.3357
128610,Italian,Italian,European,51074.8198,254313.6865,8925.6706,1091.6006
128851,Italian,Italian,European,8946.9262,273336.2990,8974.3772,22720.6500
128896,Italian,Italian,European,79267.8028,498453.7219,14728.6030,12832.3599
128968,Italian,Italian,European,88316.2466,459269.6309,17610.1210,3481.8610
129044,Italian,Italian,European,112410.2840,546008.8000,15574.3400,2402.6960
129081,Italian,Italian,European,5685.2383,324497.2757,21075.0613,24166.3319
129183,Italian,Italian,European,63318.3900,304727.9000,5418.7780,2532.0330
129191,Italian,Italian,European,4855.4786,221529.5574,34566.4673,7052.3014
129326,Italian,Italian,European,1648.0325,405284.8851,48900.7227,21200.6154
129483,Italian,Italian,European,6408.3479,1423945.7870,56886.9797,128089.5929
129500,Italian,Italian,European,112.2212,269817.6515,53153.9518,6157.1832
129907,Italian,Italian,European,51498.9632,253034.9165,5580.9430,2106.8000
130067,Italian,Italian,European,51091.7053,254060.4155,8936.2707,1050.7423
130103,Italian,Italian,European,63653.7587,299142.3280,3906.3037,3185.0161
130221,Italian,Italian,European,235037.2608,1536413.0710,67521.5108,36291.6189
130300,Italian,Italian,European,36.6480,203175.1972,44917.7233,1269.1315
130765,Italian,Italian,European,64469.0200,312974.5000,5469.1000,2932.1800
130835,Italian,Italian,European,82586.5194,385582.9500,6304.4716,2332.8730
130953,Italian,Italian,European,82.3375,274505.5515,33150.6876,14793.0744
131052,Italian,Italian,European,1489.3414,629546.1667,25908.4818,56877.7108
131164,Italian,Italian,European,15.0592,144087.5841,31518.4971,1061.2413
131194,Italian,Italian,European,46.3600,390797.5821,47321.3008,21020.5721
131555,Italian,Italian,European,47.4208,319233.5520,62815.2144,7378.0518
131773,Italian,Italian,European,82323.3750,486266.8100,27311.6528,7440.8628
131854,Italian,Italian,European,49898.9646,256692.0700,10079.2644,1247.6170
131903,Italian,Italian,European,86934.1261,1365690.1990,53697.9968,87071.3724
131984,Italian,Italian,European,77.3044,371862.0908,73223.8195,8565.4695
132013,Italian,Italian,European,799.9984,269344.0306,52452.5831,6183.9578
132499,Italian,Italian,European,50654.2963,231588.8689,3785.4769,912.5555
132736,Italian,Italian,European,177129.8206,876917.6512,31350.5162,3712.6867
133008,Italian,Italian,European,49691.0500,247478.3400,8214.3000,1151.6000
133052,Italian,Italian,European,52600.6878,284989.0100,10129.9492,3185.8810
133058,Italian,Italian,European,5708.8511,478053.0475,4251.1674,49606.3348
133422,Eastern European,Polish,European,13051.6650,643097.8267,11986.9022,63021.3481
133423,Eastern European,Polish,European,9034.0495,551798.6875,30866.6761,43654.8871
133538,Eastern European,Polish,European,8380.5566,330373.0570,13432.0407,26515.7549
133576,Eastern European,Polish,European,98462.0313,415504.5960,2839.1425,687.3475
133581,Eastern European,Polish,European,8029.3205,331444.8675,3309.5802,34331.2688
133708,Eastern European,Polish,European,8380.5566,330373.0570,13432.0407,26515.7549
133746,Eastern European,Polish,European,626.2705,476612.7664,57944.2743,25302.5182
133886,Belgian,Dutch,European,116012.2820,496315.5245,4273.5473,2104.6737
133887,Belgian,Dutch,European,621.4232,202229.1525,273.4010,22526.9877
133931,Belgian,Dutch,European,58425.3510,281058.6040,3210.3279,4908.8398
133989,Belgian,Dutch,European,67652.6177,307005.8633,5101.6820,1239.9096
134002,Belgian,Dutch,European,94431.2142,399446.8380,2845.4200,692.1000
134053,Belgian,Dutch,European,50406.8570,201666.0000,5.3430,14.4000
134065,Belgian,Dutch,European,79513.7824,391444.0620,7877.1550,4174.5550
134141,Belgian,Dutch,European,456.7282,403785.4161,48793.9666,21621.9974
134200,Belgian,Dutch,European,70282.6200,339056.5000,6254.0200,3066.2050
134201,Belgian,Dutch,European,677.0762,439435.3636,56632.0330,21718.2855
134235,Belgian,Dutch,European,1094.8530,598167.0924,13027.6162,60119.5975
134303,Belgian,Dutch,European,59024.9236,257654.7640,2651.8175,1282.3715
134373,Belgian,Dutch,European,1014.4302,280149.3940,51437.2666,6411.0041
134502,Belgian,Dutch,European,5385.4263,221101.2036,2210.2791,22888.9046
134546,Belgian,Dutch,European,54254.7075,215576.5000,284.5825,545.2050
134609,Irish,Irish,European,19520.4394,693944.4540,40771.1019,49257.8928
134833,Irish,Irish,European,69510.9618,323753.4216,9816.9015,1758.9423
134905,Irish,Irish,European,42058.9648,513872.7527,7003.2908,35377.9400
134961,Irish,Irish,European,64357.9300,301382.0000,9652.5500,1971.7800
135047,Irish,Irish,European,5521.3080,205234.4952,36856.0387,4362.5284
135137,Irish,Irish,European,1516.0593,759436.5612,30784.6495,68963.2310
135312,Irish,Irish,European,33422.3325,340099.3000,1531.4225,24209.6030
135557,Irish,Irish,European,38795.3250,502832.9000,5653.4500,36602.6490
135599,Irish,Irish,European,273.1425,213322.7881,41882.6205,4884.3432
135900,Irish,Irish,European,76819.1056,363800.6140,6168.3700,2726.2420
136115,Irish,Irish,European,20.1124,667205.6800,148417.6265,3748.3462
136234,Irish,Irish,European,61418.2033,858245.9203,106749.9178,22530.5395
136681,Irish,Irish,European,58196.0502,233227.7270,2675.4694,1662.2428
136805,Irish,Irish,European,28430.2650,365112.1000,922.9130,29293.3910
136924,Deutschland ,German,European,77.1274,1027102.4630,38562.7742,95495.9160
137014,Deutschland ,German,European,70392.9254,341017.7800,6277.3660,6454.7736
137026,Deutschland ,German,European,6637.5072,229972.4011,34656.1217,6193.8786
137263,Deutschland ,German,European,63903.5458,296897.9623,5096.5100,1544.8108
137275,Deutschland ,German,European,61327.2800,287324.7500,3385.6300,2918.8600
137319,Deutschland ,German,European,63959.1250,306916.7167,5327.3250,2665.8717
137379,Deutschland ,German,European,90022.3454,460558.6480,7143.4614,7320.6020
137409,Deutschland ,German,European,117905.5264,629534.5250,47.0728,18635.9031
137428,Deutschland ,German,European,57891.7228,241963.3353,2462.1200,832.8136
137472,Deutschland ,German,European,50386.2170,429004.0000,3193.2950,23940.2080
137484,Deutschland ,German,European,74008.2113,332025.4960,4284.8825,2489.4385
137533,Deutschland ,German,European,62636.7320,516688.1000,6038.5130,27970.5750
137563,Deutschland ,German,European,56600.2117,244387.4425,1483.5930,1217.9926
137699,Deutschland ,German,European,75909.9018,417759.0947,3983.4227,11389.7989
137704,Deutschland ,German,European,66426.7000,294095.0000,2427.0600,1898.2300
137797,Deutschland ,German,European,66679.3039,268685.5488,48.3206,223.0981
138008,Deutschland ,German,European,64740.2798,290078.3680,3174.6062,1668.8131
138034,Deutschland ,German,European,630.7944,249976.3575,10146.1776,22655.9242
138041,Deutschland ,German,European,1.4498,852887.1273,31548.9859,79551.0253
138049,Deutschland ,German,European,55466.2674,425536.2300,2727.8445,21772.7341
138069,Deutschland ,German,European,63336.6225,289372.8900,4713.2011,1129.3780
138141,Deutschland ,German,European,82395.6300,589783.6000,2667.3700,27824.9500
138156,Deutschland ,German,European,56163.8784,427483.2817,1234.1835,22189.6042
138169,Deutschland ,German,European,103629.4668,450388.0840,4702.7524,1124.0938
138214,Deutschland ,German,European,49251.7088,208002.8360,1436.7976,356.2440
138235,Deutschland ,German,European,54450.2330,294864.2260,4357.6177,6210.0019
138462,Deutschland ,German,European,52262.0600,232974.1100,2872.7570,928.3750
138520,Deutschland ,German,European,88488.7884,377150.8760,3159.9200,2022.4000
